Unique ID,Category,Start Location,End Location,Reporting Location,Train Operating Company
126452,Station,Acton Town,Acton Town,Acton Town,Piccadilly
126453,Station,Acton Town,Acton Town,Acton Town,Piccadilly
137061,On Train ,Alperton,Acton Town,Acton Town,Piccadilly
99258,On Train ,Barons Court,Acton Town,Acton Town,Piccadilly
114712,On Train ,Barons Court,Acton Town,Acton Town,Piccadilly
151400,On Train ,Boston Manor,Acton Town,Acton Town,Piccadilly
151401,On Train ,Boston Manor,Acton Town,Acton Town,Piccadilly
176401,On Train ,Caledonian Road,Acton Town,Acton Town,Piccadilly
19651,On Train ,Eastcote,Acton Town,Acton Town,Piccadilly
104461,On Train ,Green Park,Acton Town,Acton Town,Piccadilly
150357,On Train ,Green Park,Acton Town,Acton Town,Piccadilly
16141,On Train ,Hammersmith (Dist&Picc Line),Acton Town,Acton Town,Piccadilly
157523,On Train ,Hammersmith (Dist&Picc Line),Acton Town,Acton Town,Piccadilly
88062,On Train ,Hammersmith (H&C Line),Acton Town,Acton Town,Piccadilly
109436,On Train ,Hammersmith (H&C Line),Acton Town,Acton Town,Piccadilly
131475,On Train ,Hatton Cross,Acton Town,Acton Town,Piccadilly
71706,On Train ,Heathrow Terminal 5,Acton Town,Acton Town,Piccadilly
4723,On Train ,Hounslow East,Acton Town,Acton Town,Piccadilly
88063,On Train ,Knightsbridge,Acton Town,Acton Town,Piccadilly
119437,On Train ,Leicester Square,Acton Town,Acton Town,Piccadilly
131474,On Train ,Leicester Square,Acton Town,Acton Town,Piccadilly
103494,On Train ,Mile End,Acton Town,Acton Town,District
66433,On Train ,Piccadilly Circus,Acton Town,Acton Town,Piccadilly
182868,On Train ,Piccadilly Circus,Acton Town,Acton Town,Piccadilly
48210,On Train ,Rayners Lane,Acton Town,Acton Town,Piccadilly
151399,On Train ,South Ealing,Acton Town,Acton Town,Piccadilly
72441,On Train ,South Kensington,Acton Town,Acton Town,Piccadilly
40646,On Train ,Sudbury Town,Acton Town,Acton Town,Piccadilly
156574,On Train ,Victoria,Acton Town,Acton Town,District
137513,On Train ,,Acton Town,Acton Town,Piccadilly
87375,On Train ,,Acton Town,Acton Town,Piccadilly
132693,On Train ,,Acton Town,Acton Town,Piccadilly
150358,On Train ,,Acton Town,Acton Town,District
176402,On Train ,Liverpool Street,,Acton Town,Central
23821,On Train ,,,Acton Town,Piccadilly
27270,Station,,,Acton Town,Piccadilly
39792,Station,,,Acton Town,Piccadilly
43959,Station,,,Acton Town,Piccadilly
49060,Station,,,Acton Town,Piccadilly
52821,Station,,,Acton Town,Piccadilly
57526,Station,,,Acton Town,Piccadilly
57527,Station,,,Acton Town,Piccadilly
62114,Station,,,Acton Town,Piccadilly
67206,On Train ,,,Acton Town,Piccadilly
71707,Station,,,Acton Town,Piccadilly
72442,On Train ,,,Acton Town,Piccadilly
77234,Station,,,Acton Town,Piccadilly
77235,Station,,,Acton Town,Piccadilly
82050,On Train ,,,Acton Town,Piccadilly
83253,On Train ,,,Acton Town,Piccadilly
88064,On Train ,,,Acton Town,Piccadilly
88065,On Train ,,,Acton Town,Piccadilly
92564,Station,,,Acton Town,Piccadilly
93440,Station,,,Acton Town,Piccadilly
98195,On Train ,,,Acton Town,Piccadilly
99259,On Train ,,,Acton Town,Piccadilly
99260,Station,,,Acton Town,Piccadilly
99261,Station,,,Acton Town,Piccadilly
104462,Station,,,Acton Town,Piccadilly
109437,Station,,,Acton Town,Piccadilly
114713,Station,,,Acton Town,Piccadilly
114714,Station,,,Acton Town,Piccadilly
120659,On Train ,,,Acton Town,Piccadilly
120660,On Train ,,,Acton Town,Piccadilly
120661,On Train ,,,Acton Town,Piccadilly
125360,On Train ,,,Acton Town,Piccadilly
125361,Station,,,Acton Town,Piccadilly
126454,Station,,,Acton Town,Piccadilly
126455,Station,,,Acton Town,Piccadilly
137514,Station,,,Acton Town,Piccadilly
143954,On Train ,,,Acton Town,Piccadilly
143955,On Train ,,,Acton Town,Piccadilly
143956,Station,,,Acton Town,Piccadilly
145118,Station,,,Acton Town,Piccadilly
150359,Station,,,Acton Town,Piccadilly
156170,Station,,,Acton Town,Piccadilly
156575,Station,,,Acton Town,Piccadilly
157524,On Train ,,,Acton Town,Piccadilly
157525,Station,,,Acton Town,Piccadilly
163041,Station,,,Acton Town,Piccadilly
164142,Station,,,Acton Town,Piccadilly
171217,On Train ,,,Acton Town,Piccadilly
177712,On Train ,,,Acton Town,District
177711,On Train ,,,Acton Town,Piccadilly
177713,Station,,,Acton Town,Piccadilly
177714,Station,,,Acton Town,Piccadilly
177715,Station,,,Acton Town,Piccadilly
184103,On Train ,,,Acton Town,Piccadilly
184104,On Train ,,,Acton Town,Piccadilly
184105,Station,,,Acton Town,Piccadilly
82292,Station,Aldgate,Aldgate,Aldgate,Circle and Hammersmith & City
93447,Station,Aldgate,Aldgate,Aldgate,Circle and Hammersmith & City
119440,On Train ,Baker Street,Aldgate,Aldgate,Metropolitan
143960,On Train ,Bond Street,Aldgate,Aldgate,Circle and Hammersmith & City
131477,On Train ,Euston Square,Aldgate,Aldgate,Metropolitan
169841,On Train ,Finchley Road,Aldgate,Aldgate,Metropolitan
137518,On Train ,Finsbury Park,Aldgate,Aldgate,Circle and Hammersmith & City
150361,On Train ,Great Portland Street,Aldgate,Aldgate,Circle and Hammersmith & City
177720,On Train ,Moorgate,Aldgate,Aldgate,Circle and Hammersmith & City
169840,On Train ,Paddington,Aldgate,Aldgate,Circle and Hammersmith & City
125362,On Train ,Sloane Square,Aldgate,Aldgate,Circle and Hammersmith & City
108427,On Train ,Temple,Aldgate,Aldgate,Circle and Hammersmith & City
82291,On Train ,West Ham,Aldgate,Aldgate,Circle and Hammersmith & City
48458,Station,Westbourne Park,Aldgate,Aldgate,Circle and Hammersmith & City
6954,Station,,,Aldgate,Circle and Hammersmith & City
23420,On Train ,,,Aldgate,Circle and Hammersmith & City
27649,Station,,,Aldgate,Circle and Hammersmith & City
40648,Station,,,Aldgate,Circle and Hammersmith & City
56509,On Train ,,,Aldgate,Circle and Hammersmith & City
56723,On Train ,,,Aldgate,Circle and Hammersmith & City
62117,Station,,,Aldgate,Circle and Hammersmith & City
71711,Station,,,Aldgate,Circle and Hammersmith & City
72448,On Train ,,,Aldgate,Metropolitan
87377,Station,,,Aldgate,Circle and Hammersmith & City
98197,Station,,,Aldgate,Circle and Hammersmith & City
131478,On Train ,,,Aldgate,Metropolitan
137519,On Train ,,,Aldgate,Metropolitan
150362,Station,,,Aldgate,Circle and Hammersmith & City
156578,Station,,,Aldgate,Circle and Hammersmith & City
169842,Station,,,Aldgate,Circle and Hammersmith & City
169843,Station,,,Aldgate,Circle and Hammersmith & City
171220,Station,,,Aldgate,Circle and Hammersmith & City
171221,Station,,,Aldgate,Circle and Hammersmith & City
182260,Station,,,Aldgate,Circle and Hammersmith & City
182870,Station,,,Aldgate,Circle and Hammersmith & City
182871,Station,,,Aldgate,Circle and Hammersmith & City
87376,On Train ,Blackfriars,Aldgate East,Aldgate East,District
114717,On Train ,Bow Road,Aldgate East,Aldgate East,Hammersmith & City
169838,On Train ,Cannon Street,Aldgate East,Aldgate East,District
137515,On Train ,Covent Garden,Aldgate East,Aldgate East,Hammersmith & City
12835,On Train ,Embankment,Aldgate East,Aldgate East,District
103496,On Train ,Embankment,Aldgate East,Aldgate East,District
131476,On Train ,Embankment,Aldgate East,Aldgate East,District
156577,Station,Embankment,Aldgate East,Aldgate East,District
40027,On Train ,Euston Square,Aldgate East,Aldgate East,District
120663,On Train ,Fulham Broadway,Aldgate East,Aldgate East,District
120664,On Train ,Fulham Broadway,Aldgate East,Aldgate East,District
176403,On Train ,Harlesden,Aldgate East,Aldgate East,District
163042,On Train ,Heathrow Terminals 2 & 3,Aldgate East,Aldgate East,District
176404,On Train ,Hornchurch,Aldgate East,Aldgate East,District
40028,On Train ,King's Cross St. Pancras,Aldgate East,Aldgate East,District
82290,On Train ,Liverpool Street,Aldgate East,Aldgate East,Circle and Hammersmith & City
92565,On Train ,Liverpool Street,Aldgate East,Aldgate East,Circle and Hammersmith & City
93445,On Train ,Mile End,Aldgate East,Aldgate East,District
119439,On Train ,Richmond,Aldgate East,Aldgate East,District
98196,On Train ,Stepney Green,Aldgate East,Aldgate East,Circle and Hammersmith & City
52335,On Train ,Tottenham Court Road,Aldgate East,Aldgate East,District
66434,On Train ,Victoria,Aldgate East,Aldgate East,District
138622,On Train ,West Ham,Aldgate East,Aldgate East,District
99268,On Train ,Whitechapel,Aldgate East,Aldgate East,District
126461,On Train ,Whitechapel,Aldgate East,Aldgate East,District
156576,On Train ,Whitechapel,Aldgate East,Aldgate East,District
164144,On Train ,Whitechapel,Aldgate East,Aldgate East,District
4596,On Train ,,Aldgate East,Aldgate East,District
114718,On Train ,,Aldgate East,Aldgate East,Hammersmith & City
76468,On Train ,Whitechapel,,Aldgate East,District
16500,On Train ,,,Aldgate East,Circle and Hammersmith & City
16501,On Train ,,,Aldgate East,Circle and Hammersmith & City
31253,Station,,,Aldgate East,District
31722,On Train ,,,Aldgate East,District
36089,On Train ,,,Aldgate East,Circle and Hammersmith & City
35505,Station,,,Aldgate East,District
40029,On Train ,,,Aldgate East,District
40030,Station,,,Aldgate East,District
40031,Station,,,Aldgate East,District
40647,Station,,,Aldgate East,District
44753,Station,,,Aldgate East,District
49063,Station,,,Aldgate East,District
49064,Station,,,Aldgate East,District
52825,On Train ,,,Aldgate East,Circle and Hammersmith & City
52336,Station,,,Aldgate East,District
52826,Station,,,Aldgate East,District
56722,Station,,,Aldgate East,District
61496,Station,,,Aldgate East,District
66435,Station,,,Aldgate East,District
71708,On Train ,,,Aldgate East,District
71709,On Train ,,,Aldgate East,District
71710,Station,,,Aldgate East,District
72446,Station,,,Aldgate East,District
72447,Station,,,Aldgate East,District
76469,Station,,,Aldgate East,District
83258,Station,,,Aldgate East,District
83259,Station,,,Aldgate East,District
87132,Station,,,Aldgate East,District
92566,Station,,,Aldgate East,District
92567,Station,,,Aldgate East,District
93446,Station,,,Aldgate East,District
99269,On Train ,,,Aldgate East,District
99270,On Train ,,,Aldgate East,District
103497,Station,,,Aldgate East,District
104466,Station,,,Aldgate East,District
108426,Station,,,Aldgate East,District
113652,On Train ,,,Aldgate East,District
113653,Station,,,Aldgate East,District
113654,Station,,,Aldgate East,District
114719,Station,,,Aldgate East,District
120665,Station,,,Aldgate East,District
137516,On Train ,,,Aldgate East,District
137517,Station,,,Aldgate East,District
138623,Station,,,Aldgate East,Hammersmith & City
143959,Station,,,Aldgate East,District
150360,Station,,,Aldgate East,District
151404,Station,,,Aldgate East,District
151405,Station,,,Aldgate East,District
151406,Station,,,Aldgate East,District
157530,Station,,,Aldgate East,Circle and Hammersmith & City
157528,On Train ,,,Aldgate East,District
157529,Station,,,Aldgate East,District
157527,On Train ,,,Aldgate East,Hammersmith & City
163043,Station,,,Aldgate East,District
163044,Station,,,Aldgate East,District
169271,Station,,,Aldgate East,District
169839,Station,,,Aldgate East,District
177719,On Train ,,,Aldgate East,District
182869,Station,,,Aldgate East,District
87378,On Train ,Hounslow West,Alperton,Alperton,Piccadilly
143962,On Train ,King's Cross St. Pancras,Alperton,Alperton,Piccadilly
150363,On Train ,Leicester Square,Alperton,Alperton,Piccadilly
132698,On Train ,Rayners Lane,Alperton,Alperton,Piccadilly
162533,On Train ,Sudbury Hill,Alperton,Alperton,Piccadilly
162534,On Train ,Sudbury Hill,Alperton,Alperton,Piccadilly
169844,On Train ,Victoria,Alperton,Alperton,Piccadilly
72449,On Train ,,,Alperton,Piccadilly
83260,On Train ,,,Alperton,Piccadilly
103269,Station,,,Alperton,Piccadilly
164145,Station,,,Alperton,Piccadilly
182872,On Train ,,,Alperton,Piccadilly
182873,Station,,,Alperton,Piccadilly
104469,Station,Chalfont & Latimer,Amersham,Amersham,Metropolitan
2384,Station,,,Amersham,Metropolitan
16502,Station,,,Amersham,Metropolitan
44754,Station,,,Amersham,Metropolitan
72450,Station,,,Amersham,Metropolitan
184109,Station,,,Amersham,Metropolitan
184110,Station,,,Amersham,Metropolitan
108430,On Train ,Angel,Angel,Angel,Northern
163046,On Train ,Bank,Angel,Angel,Northern
31255,On Train ,Bayswater,Angel,Angel,Northern
108429,On Train ,Elephant & Castle,Angel,Angel,Northern
40033,On Train ,Euston,Angel,Angel,Northern
44184,On Train ,Euston,Angel,Angel,Northern
156579,On Train ,Euston,Angel,Angel,Northern
156580,On Train ,Euston,Angel,Angel,Northern
164146,On Train ,Euston,Angel,Angel,Northern
177723,On Train ,Euston,Angel,Angel,Northern
125366,On Train ,Heathrow Terminal 5,Angel,Angel,Northern
157534,On Train ,King's Cross St. Pancras,Angel,Angel,Northern
119442,On Train ,King's Cross St. Pancras,Angel,Angel,Northern
169848,On Train ,King's Cross St. Pancras,Angel,Angel,Northern
176407,On Train ,King's Cross St. Pancras,Angel,Angel,Northern
176408,On Train ,King's Cross St. Pancras,Angel,Angel,Northern
125364,On Train ,London Bridge,Angel,Angel,Northern
169847,On Train ,Manor House,Angel,Angel,Northern
104470,On Train ,Moorgate,Angel,Angel,Northern
164147,On Train ,Moorgate,Angel,Angel,Northern
108428,On Train ,Morden,Angel,Angel,Northern
137523,On Train ,Old Street,Angel,Angel,Northern
169849,On Train ,Old Street,Angel,Angel,Northern
184111,On Train ,Old Street,Angel,Angel,Northern
125365,On Train ,Piccadilly Circus,Angel,Angel,Northern
98199,On Train ,Pimlico,Angel,Angel,Northern
131480,On Train ,Russell Square,Angel,Angel,Northern
182874,On Train ,Sloane Square,Angel,Angel,Circle and Hammersmith & City
163048,On Train ,South Wimbledon,Angel,Angel,Northern
114722,On Train ,Stockwell,Angel,Angel,Northern
44185,On Train ,Tottenham Court Road,Angel,Angel,Northern
163047,On Train ,Tottenham Court Road,Angel,Angel,Northern
103499,On Train ,Waterloo,Angel,Angel,Northern
6955,On Train ,West Harrow,Angel,Angel,Metropolitan
44183,On Train ,Westminster,Angel,Angel,Northern
4900,Station,,Angel,Angel,Northern
20034,On Train ,Bank,,Angel,Northern
184112,On Train ,King's Cross St. Pancras,,Angel,Northern
2386,Station,,,Angel,Northern
4901,Station,,,Angel,Northern
4902,Station,,,Angel,Northern
7164,Station,,,Angel,Northern
16503,Station,,,Angel,Northern
16504,Station,,,Angel,Northern
20035,Station,,,Angel,Northern
20036,Station,,,Angel,Northern
27651,On Train ,,,Angel,Northern
31725,Station,,,Angel,Northern
40034,Station,,,Angel,Northern
44186,Station,,,Angel,Northern
48211,Station,,,Angel,Northern
48459,On Train ,,,Angel,Northern
48460,Station,,,Angel,Northern
49066,On Train ,,,Angel,Northern
49067,On Train ,,,Angel,Northern
52828,Station,,,Angel,Northern
57531,Station,,,Angel,Northern
72451,Station,,,Angel,Northern
76471,On Train ,,,Angel,Northern
76472,Station,,,Angel,Northern
77238,Station,,,Angel,Northern
83261,Station,,,Angel,Northern
88071,On Train ,,,Angel,Northern
93452,Station,,,Angel,Northern
104471,Station,,,Angel,Northern
108431,Station,,,Angel,Northern
109440,Station,,,Angel,Northern
113657,Station,,,Angel,Northern
114723,Station,,,Angel,Northern
114724,Station,,,Angel,Northern
119026,Station,,,Angel,Northern
119027,Station,,,Angel,Northern
124959,Station,,,Angel,Northern
126463,Station,,,Angel,Northern
126464,Station,,,Angel,Northern
126465,Station,,,Angel,Northern
137524,Station,,,Angel,Northern
138628,Station,,,Angel,Northern
138629,Station,,,Angel,Northern
143963,Station,,,Angel,Northern
145122,Station,,,Angel,Northern
150365,Station,,,Angel,Northern
150366,Station,,,Angel,Northern
150367,Station,,,Angel,Northern
150368,Station,,,Angel,Northern
151409,Station,,,Angel,Northern
156581,On Train ,,,Angel,Northern
163049,On Train ,,,Angel,Northern
163050,On Train ,,,Angel,Northern
163051,On Train ,,,Angel,Northern
163052,On Train ,,,Angel,Northern
163053,Station,,,Angel,Northern
169850,On Train ,,,Angel,Northern
171230,Station,,,Angel,Northern
171231,Station,,,Angel,Northern
171232,Station,,,Angel,Northern
177724,On Train ,,,Angel,Northern
177725,On Train ,,,Angel,Northern
177726,On Train ,,,Angel,Northern
182875,Station,,,Angel,Northern
137525,On Train ,Angel,Archway,Archway,Northern
119444,Station,Barbican,Archway,Archway,Northern
108432,On Train ,Brixton,Archway,Archway,Northern
20038,On Train ,Camden Town,Archway,Archway,Northern
27653,On Train ,Camden Town,Archway,Archway,Northern
171235,On Train ,Camden Town,Archway,Archway,Northern
125367,On Train ,Charing Cross,Archway,Archway,Northern
108069,On Train ,Euston,Archway,Archway,Northern
150369,On Train ,Euston,Archway,Archway,Northern
164148,On Train ,Highgate,Archway,Archway,Northern
48463,On Train ,King's Cross St. Pancras,Archway,Archway,Northern
103500,On Train ,St. Paul's,Archway,Archway,Northern
125368,On Train ,Tooting Bec,Archway,Archway,Northern
27654,On Train ,Tottenham Court Road,Archway,Archway,Northern
48462,On Train ,Tottenham Court Road,Archway,Archway,Northern
119443,On Train ,Tottenham Court Road,Archway,Archway,Northern
52337,On Train ,,Archway,Archway,Northern
169273,On Train ,Finchley Central,,Archway,Northern
169274,On Train ,Finchley Central,,Archway,Northern
169275,On Train ,Finchley Central,,Archway,Northern
6852,Station,,,Archway,Northern
31728,Station,,,Archway,Northern
40654,Station,,,Archway,Northern
44187,On Train ,,,Archway,Northern
44188,Station,,,Archway,Northern
67213,Station,,,Archway,Northern
83263,Station,,,Archway,Northern
87133,Station,,,Archway,Northern
103270,Station,,,Archway,Northern
114731,Station,,,Archway,Northern
114732,Station,,,Archway,Northern
114733,Station,,,Archway,Northern
120672,Station,,,Archway,Northern
124960,Station,,,Archway,Northern
125369,Station,,,Archway,Northern
125370,Station,,,Archway,Northern
126467,On Train ,,,Archway,Northern
126468,Station,,,Archway,Northern
126469,Station,,,Archway,Northern
131087,Station,,,Archway,Northern
131481,On Train ,,,Archway,Northern
132702,Station,,,Archway,Northern
132703,Station,,,Archway,Northern
137526,On Train ,,,Archway,Northern
150370,Station,,,Archway,Northern
151411,Station,,,Archway,Northern
151412,Station,,,Archway,Northern
151413,Station,,,Archway,Northern
157535,Station,,,Archway,Northern
177729,On Train ,,,Archway,Northern
125372,On Train ,Blackhorse Road,Arnos Grove,Arnos Grove,Piccadilly
171236,On Train ,Bounds Green,Arnos Grove,Arnos Grove,Piccadilly
157536,On Train ,Caledonian Road,Arnos Grove,Arnos Grove,Piccadilly
113659,On Train ,Covent Garden,Arnos Grove,Arnos Grove,Piccadilly
62120,On Train ,Finsbury Park,Arnos Grove,Arnos Grove,Piccadilly
62121,On Train ,Finsbury Park,Arnos Grove,Arnos Grove,Piccadilly
76474,On Train ,Finsbury Park,Arnos Grove,Arnos Grove,Piccadilly
103501,On Train ,Finsbury Park,Arnos Grove,Arnos Grove,Piccadilly
169852,On Train ,Finsbury Park,Arnos Grove,Arnos Grove,Piccadilly
9652,On Train ,Green Park,Arnos Grove,Arnos Grove,Piccadilly
98201,On Train ,Hammersmith (Dist&Picc Line),Arnos Grove,Arnos Grove,Piccadilly
125371,On Train ,Hammersmith (Dist&Picc Line),Arnos Grove,Arnos Grove,Piccadilly
169853,On Train ,Hammersmith (Dist&Picc Line),Arnos Grove,Arnos Grove,Piccadilly
44190,On Train ,Hammersmith (H&C Line),Arnos Grove,Arnos Grove,Piccadilly
57536,On Train ,Holborn,Arnos Grove,Arnos Grove,Piccadilly
150371,On Train ,Holborn,Arnos Grove,Arnos Grove,Piccadilly
98200,On Train ,Holloway Road,Arnos Grove,Arnos Grove,Piccadilly
57535,On Train ,King's Cross St. Pancras,Arnos Grove,Arnos Grove,Piccadilly
98202,On Train ,Leicester Square,Arnos Grove,Arnos Grove,Piccadilly
156582,On Train ,Leicester Square,Arnos Grove,Arnos Grove,Piccadilly
31729,On Train ,Oakwood,Arnos Grove,Arnos Grove,Piccadilly
97939,On Train ,Oakwood,Arnos Grove,Arnos Grove,Piccadilly
176409,On Train ,Oxford Circus,Arnos Grove,Arnos Grove,Piccadilly
169851,On Train ,South Ealing,Arnos Grove,Arnos Grove,Piccadilly
156172,On Train ,Southgate,Arnos Grove,Arnos Grove,Piccadilly
162535,On Train ,Southgate,Arnos Grove,Arnos Grove,Piccadilly
19653,On Train ,Turnpike Lane,Arnos Grove,Arnos Grove,Piccadilly
77240,On Train ,Turnpike Lane,Arnos Grove,Arnos Grove,Piccadilly
103502,On Train ,Turnpike Lane,Arnos Grove,Arnos Grove,Piccadilly
31730,Station,Arnos Grove,,Arnos Grove,Piccadilly
77241,On Train ,Holborn,,Arnos Grove,Piccadilly
2071,On Train ,,,Arnos Grove,Piccadilly
2072,Station,,,Arnos Grove,Piccadilly
2389,Station,,,Arnos Grove,Piccadilly
4903,Station,,,Arnos Grove,Piccadilly
9902,Station,,,Arnos Grove,Piccadilly
12836,Station,,,Arnos Grove,Piccadilly
23826,On Train ,,,Arnos Grove,Piccadilly
31109,On Train ,,,Arnos Grove,Piccadilly
31256,Station,,,Arnos Grove,Piccadilly
40655,Station,,,Arnos Grove,Piccadilly
48464,On Train ,,,Arnos Grove,Piccadilly
49069,Station,,,Arnos Grove,Piccadilly
49070,Station,,,Arnos Grove,Piccadilly
49071,Station,,,Arnos Grove,Piccadilly
52834,Station,,,Arnos Grove,Piccadilly
52835,Station,,,Arnos Grove,Piccadilly
62122,On Train ,,,Arnos Grove,Piccadilly
62123,Station,,,Arnos Grove,Piccadilly
72454,On Train ,,,Arnos Grove,Piccadilly
76225,On Train ,,,Arnos Grove,Piccadilly
87379,Station,,,Arnos Grove,Piccadilly
88072,On Train ,,,Arnos Grove,Piccadilly
104475,On Train ,,,Arnos Grove,Piccadilly
113292,On Train ,,,Arnos Grove,Piccadilly
114734,Station,,,Arnos Grove,Piccadilly
131088,Station,,,Arnos Grove,Piccadilly
156583,On Train ,,,Arnos Grove,Piccadilly
163054,Station,,,Arnos Grove,Piccadilly
164149,Station,,,Arnos Grove,Piccadilly
164150,Station,,,Arnos Grove,Piccadilly
177730,On Train ,,,Arnos Grove,Piccadilly
182876,On Train ,,,Arnos Grove,Piccadilly
182877,On Train ,,,Arnos Grove,Piccadilly
16506,Station,Arsenal,Arsenal,Arsenal,Piccadilly
143965,On Train ,Bank,Arsenal,Arsenal,Piccadilly
31731,On Train ,Bounds Green,Arsenal,Arsenal,Piccadilly
137062,Station,Caledonian Road,Arsenal,Arsenal,Piccadilly
113660,On Train ,Covent Garden,Arsenal,Arsenal,Piccadilly
44191,On Train ,Ealing Common,Arsenal,Arsenal,Piccadilly
2074,Station,Holborn,Arsenal,Arsenal,Piccadilly
72455,On Train ,Holborn,Arsenal,Arsenal,Piccadilly
143966,On Train ,Holborn,Arsenal,Arsenal,Piccadilly
143967,On Train ,Holborn,Arsenal,Arsenal,Piccadilly
2073,On Train ,Holloway Road,Arsenal,Arsenal,Piccadilly
36091,On Train ,Holloway Road,Arsenal,Arsenal,Piccadilly
83264,On Train ,Holloway Road,Arsenal,Arsenal,Piccadilly
48465,On Train ,King's Cross St. Pancras,Arsenal,Arsenal,Piccadilly
119445,On Train ,King's Cross St. Pancras,Arsenal,Arsenal,Piccadilly
103503,On Train ,King's Cross St. Pancras,Arsenal,Arsenal,Piccadilly
103504,On Train ,Knightsbridge,Arsenal,Arsenal,Piccadilly
9903,On Train ,Leicester Square,Arsenal,Arsenal,Piccadilly
113661,On Train ,Leicester Square,Arsenal,Arsenal,Piccadilly
163055,Station,Leicester Square,Arsenal,Arsenal,Piccadilly
169854,On Train ,Piccadilly Circus,Arsenal,Arsenal,Piccadilly
169855,On Train ,Piccadilly Circus,Arsenal,Arsenal,Piccadilly
108434,On Train ,Russell Square,Arsenal,Arsenal,Piccadilly
108433,On Train ,St. Paul's,Arsenal,Arsenal,Piccadilly
6956,On Train ,,Arsenal,Arsenal,Piccadilly
23422,On Train ,,Arsenal,Arsenal,Piccadilly
77243,On Train ,,Arsenal,Arsenal,Piccadilly
171237,On Train ,,Arsenal,Arsenal,Piccadilly
56725,On Train ,Finsbury Park,,Arsenal,Piccadilly
1949,On Train ,,,Arsenal,Piccadilly
1950,On Train ,,,Arsenal,Piccadilly
2075,On Train ,,,Arsenal,Piccadilly
2076,On Train ,,,Arsenal,Piccadilly
2077,On Train ,,,Arsenal,Piccadilly
2078,On Train ,,,Arsenal,Piccadilly
2079,Station,,,Arsenal,Piccadilly
6957,Station,,,Arsenal,Piccadilly
9653,On Train ,,,Arsenal,Piccadilly
9654,Station,,,Arsenal,Piccadilly
20039,Station,,,Arsenal,Piccadilly
36092,Station,,,Arsenal,Piccadilly
43960,Station,,,Arsenal,Piccadilly
49072,Station,,,Arsenal,Piccadilly
67214,Station,,,Arsenal,Piccadilly
76475,On Train ,,,Arsenal,Piccadilly
93456,Station,,,Arsenal,Piccadilly
98204,Station,,,Arsenal,Piccadilly
109442,Station,,,Arsenal,Piccadilly
119028,Station,,,Arsenal,Piccadilly
137527,Station,,,Arsenal,Piccadilly
138632,On Train ,,,Arsenal,Piccadilly
157537,Station,,,Arsenal,Piccadilly
164151,On Train ,,,Arsenal,Piccadilly
169856,On Train ,,,Arsenal,Piccadilly
182878,On Train ,,,Arsenal,Piccadilly
184114,On Train ,,,Arsenal,Piccadilly
184115,Station,,,Arsenal,Piccadilly
98215,On Train ,Aldgate East,Baker Street,Baker Street,Hammersmith & City
76478,Station,Baker Street,Baker Street,Baker Street,Metropolitan
92584,Station,Baker Street,Baker Street,Baker Street,Metropolitan
109455,On Train ,Baker Street,Baker Street,Baker Street,Jubilee
132731,Station,Baker Street,Baker Street,Baker Street,Metropolitan
157557,Station,Baker Street,Baker Street,Baker Street,Metropolitan
150382,On Train ,Bond Street,Baker Street,Baker Street,Circle and Hammersmith & City
163060,On Train ,Bond Street,Baker Street,Baker Street,Jubilee
137538,On Train ,Canada Water,Baker Street,Baker Street,Jubilee
176411,On Train ,Canada Water,Baker Street,Baker Street,Jubilee
113674,On Train ,Canary Wharf,Baker Street,Baker Street,Jubilee
27273,On Train ,Canning Town,Baker Street,Baker Street,Jubilee
61498,On Train ,Canning Town,Baker Street,Baker Street,Jubilee
137536,On Train ,Covent Garden,Baker Street,Baker Street,Metropolitan
103513,On Train ,Eastcote,Baker Street,Baker Street,Metropolitan
103514,On Train ,Edgware Road (Bakerloo),Baker Street,Baker Street,Bakerloo
169860,On Train ,Edgware Road (Bakerloo),Baker Street,Baker Street,Bakerloo
119456,On Train ,Elephant & Castle,Baker Street,Baker Street,Bakerloo
31258,On Train ,Elephant & Castle,Baker Street,Baker Street,Metropolitan
57554,On Train ,Elephant & Castle,Baker Street,Baker Street,Bakerloo
77267,On Train ,Elephant & Castle,Baker Street,Baker Street,Bakerloo
92583,On Train ,Farringdon,Baker Street,Baker Street,Metropolitan
72471,On Train ,Finchley Road,Baker Street,Baker Street,Metropolitan
99288,On Train ,Finchley Road,Baker Street,Baker Street,Metropolitan
57552,On Train ,Great Portland Street,Baker Street,Baker Street,Metropolitan
23424,On Train ,Green Park,Baker Street,Baker Street,Jubilee
44777,On Train ,Green Park,Baker Street,Baker Street,Jubilee
44778,On Train ,Green Park,Baker Street,Baker Street,Jubilee
44779,On Train ,Green Park,Baker Street,Baker Street,Jubilee
82298,On Train ,Green Park,Baker Street,Baker Street,Jubilee
83281,On Train ,Green Park,Baker Street,Baker Street,Jubilee
98211,On Train ,Green Park,Baker Street,Baker Street,Jubilee
125380,On Train ,Green Park,Baker Street,Baker Street,Jubilee
57553,On Train ,Harrow-on-the-Hill,Baker Street,Baker Street,Metropolitan
176410,On Train ,Harrow-on-the-Hill,Baker Street,Baker Street,Metropolitan
182881,On Train ,Harrow-on-the-Hill,Baker Street,Baker Street,Metropolitan
44194,On Train ,High Street Kensington,Baker Street,Baker Street,Circle and Hammersmith & City
27274,On Train ,Hillingdon,Baker Street,Baker Street,Metropolitan
